1	1	42001	1000000.00
2	2	42002	1000000.00
3	3	42003	1000000.00
4	4	42004	1000000.00
5	5	42005	1000000.00
6	6	42006	1000000.00
7	7	42007	1000000.00
8	8	42008	1000000.00
9	9	42009	1000000.00
10	10	42010	1000000.00
11	11	42011	1000000.00
12	12	42012	1000000.00
13	13	42013	1000000.00
14	14	42014	1000000.00
15	15	42015	1000000.00
16	16	42016	1000000.00
17	17	42017	1000000.00
18	18	42018	1000000.00
19	19	42019	1000000.00
20	20	42020	1000000.00
21	21	42021	1000000.00
22	22	42022	1000000.00
23	23	42023	1000000.00
24	24	42024	1000000.00
25	25	42025	1000000.00
26	26	42026	1000000.00
27	27	42027	1000000.00
28	28	42028	1000000.00
29	29	42029	1000000.00
30	30	42030	1000000.00
31	31	42031	1000000.00
32	32	42032	1000000.00
33	33	42033	1000000.00
34	34	42034	1000000.00
35	35	42035	1000000.00
36	36	42036	1000000.00
37	37	42037	1000000.00
38	38	42038	1000000.00
39	39	42039	1000000.00
40	40	42040	1000000.00
41	41	42041	1000000.00
42	42	42042	1000000.00
43	43	42043	1000000.00
44	44	42044	1000000.00
45	45	42045	1000000.00
46	46	42046	1000000.00
47	47	42047	1000000.00
48	48	42048	1000000.00
49	49	42049	1000000.00
50	50	42050	1000000.00
51	51	42051	1000000.00
52	52	42052	1000000.00
53	53	42053	1000000.00
54	54	42054	1000000.00
55	55	42055	1000000.00
56	56	42056	1000000.00
57	57	42057	1000000.00
58	58	42058	1000000.00
59	59	42059	1000000.00
60	60	42060	1000000.00
61	61	42061	1000000.00
62	62	42062	1000000.00
63	63	42063	1000000.00
64	64	42064	1000000.00
65	65	42065	1000000.00
66	66	42066	1000000.00
67	67	42067	1000000.00
68	68	42068	1000000.00
69	69	42069	1000000.00
70	70	42070	1000000.00
71	71	42071	1000000.00
72	72	42072	1000000.00
73	73	42073	1000000.00
74	74	42074	1000000.00
75	75	42075	1000000.00
76	76	42076	1000000.00
77	77	42077	1000000.00
78	78	42078	1000000.00
79	79	42079	1000000.00
80	80	42080	1000000.00
81	81	42081	1000000.00
82	82	42082	1000000.00
83	83	42083	1000000.00
84	84	42084	1000000.00
85	85	42085	1000000.00
86	86	42086	1000000.00
87	87	42087	1000000.00
88	88	42088	1000000.00
89	89	42089	1000000.00
90	90	42090	1000000.00
91	91	42091	1000000.00
92	92	42092	1000000.00
93	93	42093	1000000.00
94	94	42094	1000000.00
95	95	42095	1000000.00
96	96	42096	1000000.00
97	97	42097	1000000.00
98	98	42098	1000000.00
99	99	42099	1000000.00
100	100	42100	1000000.00
